,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,Resp_mean,Resp_std,Resp_min,Resp_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.03581921127713592,0.006321659150567812,0.0,0.05229206786117727,-0.03563571346671594,0.007285186614565518,-0.05229204310523028,0.01444911717381363,-2.451926664062067e-05,5.012595953664558e-06,-3.5979707527885024e-05,9.941761290599808e-06,-2.451926664062067e-05,5.012595953664558e-06,-3.5979707527885024e-05,9.941761290599808e-06,-0.6517015262860384,50.73958050511615,-248.08,193.79,5.16808785522671,0.11405492253614347,4.716893857395087,5.281928425825075,0.22759597380206611,0.22101198495518348,0.004541303974602805,0.6834752054243136,0.20878487857133007,0.3874188292232065,1.3516386091905466e-08,2.319314548658575,2.0903905917307086,0.31496745919462893,1.4123276309849857,2.3662297994831696,-0.315647245550486,3.295691525032137,-17.63763427734375,4.07562255859375,34.062072072072134,0.014526590537475998,34.03,34.09,0.14471452798191067,0.0002228852228852455,0,1,0
0,0.03329276182861973,0.005796703832384524,0.0,0.05917260310606901,-0.03328651934148446,0.005832350669624258,-0.059172575092760575,0.00275221279501212,-2.2902896108262594e-05,4.01296753448438e-06,-4.071387957102778e-05,1.8936688172571063e-06,-2.2902896108262594e-05,4.01296753448438e-06,-4.071387957102778e-05,1.8936688172571063e-06,0.45601809954751255,45.89710498150108,-214.87,276.26,4.822198788833291,0.05868544916813956,4.6591825683364,4.95611257862805,0.4415504482492208,0.21272249502207027,0.030923093606735626,0.7305690111977018,0.2997259668940274,0.46923954071291923,1.5810681428852026e-08,2.1039432794187163,1.4719262253681555,0.20917839401124277,1.2558254804114286,1.8797859498019573,0.5372929506496145,3.4866266964549752,-5.38482666015625,10.19439697265625,34.07581818181824,0.009083633452217273,34.07,34.09,0.14932126696832582,0.00012406735342517097,0,1,0
0,0.033260849843886026,0.003161412165272697,0.017201338112229368,0.08807085113461435,-0.03326083409763891,0.003161410668606888,-0.08807080944038784,-0.01720132996882575,-2.288522329407489e-05,2.175218723106864e-06,-6.05974021522274e-05,-1.1835430107856916e-05,-2.288522329407489e-05,2.175218723106864e-06,-6.05974021522274e-05,-1.1835430107856916e-05,0.35862634256642184,33.16823012342748,-159.49,103.83,4.747909848998162,0.039338595745311115,4.686902284806271,4.819631156409576,0.013135527432949094,0.010751672971330551,0.0003457039086563602,0.03834412818899591,0.00911796734658169,0.027465250232120642,2.987227766970612e-08,0.15268244957306065,1.8138592784702168,0.041340236168407256,1.7546478891033046,1.8913679961739418,-0.08023391895611719,2.325292576887282,-5.41229248046875,4.73175048828125,34.090000000000046,0.01200600450375346,34.05,34.11,0.14019219898247595,0.00021902421902422184,0,1,0
0,0.0350432509423939,0.0020810580435597003,0.002064160573467524,0.05298012138566645,-0.03504323435232782,0.0020810570583517404,-0.05298009630398331,-0.00206415959625909,-2.4111609490771102e-05,1.4318779657864811e-06,-3.64531247321993e-05,-1.4202516129428298e-06,-2.4111609490771102e-05,1.4318779657864811e-06,-3.64531247321993e-05,-1.4202516129428298e-06,-0.2912443438914044,32.29003390565083,-80.7,137.85,4.645927266828301,0.026885841590833272,4.59193003054107,4.691911495746399,0.029693362057458893,0.02607092728858506,0.0016590478465703356,0.07351089082839264,0.022621787885022535,0.06740918684517187,1.8476058925454826e-08,0.5760183309632956,1.6779989924176588,0.02882582544437543,1.6438857889236462,1.7528071707665256,0.10083643976676404,2.476469493307151,-4.80804443359375,4.52880859375,34.10690909090914,0.017722376946338075,34.07,34.13,0.16742081447963802,0.00030701260059057235,0,1,0
0,0.03477741272028234,0.00038248898838828436,0.032338515650991204,0.036466836797926255,-0.03477739625606868,0.0003824888073115492,-0.03646681953391059,-0.03233850034139241,-2.392869873828962e-05,2.6317264735794084e-07,-2.5091111828656657e-05,-2.2250608602771e-05,-2.392869873828962e-05,2.6317264735794084e-07,-2.5091111828656657e-05,-2.2250608602771e-05,-0.27922555115884673,36.64097129458232,-95.04,52.74,4.5276037978611345,0.03486619330801586,4.476822287303823,4.595736472241771,0.003384615999851875,0.002205004510831651,7.156348914964239e-05,0.007385357251413701,0.0026746216876088946,0.009534827434665185,3.0381927614284076e-08,0.06923610666690232,1.5659629369059975,0.03938026388385346,1.5051660184506612,1.6424127660628232,0.019687167023591794,1.9001587828709805,-2.96478271484375,3.7200927734375,34.10207207207211,0.01238402902878397,34.09,34.13,0.1537591859807801,-9.301509301507774e-05,0,1,0
0,0.03502067905075314,0.002073845982839669,0.015825231063251018,0.061236763679536545,-0.03502066247137338,0.0020738450010459987,-0.06123673468901967,-0.01582522357131969,-2.409607883587846e-05,1.4269156866876804e-06,-4.2134131183970615e-05,-1.088859569922836e-05,-2.409607883587846e-05,1.4269156866876804e-06,-4.2134131183970615e-05,-1.088859569922836e-05,0.7128733031674218,40.372138107973505,-99.57,111.48,4.417832061896458,0.035386668979278654,4.3520515291193895,4.481474831826438,0.004417972077983839,0.0030568683162831073,0.000997225426793015,0.014124774880121812,0.0030440124750295396,0.010292256135581716,2.8322481920392173e-08,0.06568189820870582,1.436564280616961,0.0396519708164669,1.3647301390345268,1.504033953175051,0.018754063120007627,1.9304285232333882,-3.40118408203125,3.52935791015625,34.0874545454546,0.012680433290300804,34.07,34.13,0.15384615384615385,-6.347632035705653e-05,0,1,0
0,0.025675137570502347,0.0017998482649944647,0.019953552210186066,0.04953985376322058,-0.02567512541545964,0.0017998474129159352,-0.04953983031021816,-0.01995354276383787,-1.7665852170491773e-05,1.2383907697241756e-06,-3.408603871062791e-05,-1.372909892511402e-05,-1.7665852170491773e-05,1.2383907697241756e-06,-3.408603871062791e-05,-1.372909892511402e-05,-0.11230203619909453,43.25151797437296,-157.05,118.2,4.288510892183415,0.04686122976354881,4.204603988309098,4.358050919480983,0.0271126899784269,0.026267167874221446,0.0009562303774538533,0.10046515961415055,0.02508007970292151,0.06376758009920658,1.5483789780988164e-08,0.38916648331383524,1.2623946834584066,0.07454760727023708,1.087233183606302,1.3629401673379733,0.1531043528696993,2.496825723762858,-6.61773681640625,6.70318603515625,34.073783783783846,0.012159158788328371,34.05,34.09,0.14479638009049775,7.599157599158787e-05,0,1,0
0,0.03904703751476063,0.004331634466361131,0.008256642293870096,0.053668174910155624,-0.03904701902923407,0.004331632415692304,-0.05366814950273634,-0.00825663838503636,-2.6866426344835304e-05,2.9803935394394075e-06,-3.6926541936513574e-05,-5.681006451771319e-06,-2.6866426344835304e-05,2.9803935394394075e-06,-3.6926541936513574e-05,-5.681006451771319e-06,-1.9042679479932167,43.66474415373042,-145.07,114.3,4.062234114231911,0.047272026811999816,3.916986388160365,4.182220920683604,0.054878750051421565,0.0646780838884837,0.0015696556612822472,0.2553193965550327,0.0554370929576378,0.16079605797680382,1.2018717102190112e-08,1.062220455362715,0.9714254539233204,0.09070122029379522,0.7378662393991985,1.0833472395945034,0.07538627575992225,2.490231433587276,-5.596923828125,4.68597412109375,34.08709090909096,0.012887305561214703,34.05,34.11,0.1628038439796495,0.00012118206613619353,0,1,0
0,0.03858703792994929,0.0023884405588350016,0.012384963440805145,0.05917260310606901,-0.03858701966219478,0.0023884394281069666,-0.059172575092760575,-0.01238495757755454,-2.6549922308919145e-05,1.6433733885368502e-06,-4.071387957102778e-05,-8.521509677656977e-06,-2.6549922308919145e-05,1.6433733885368502e-06,-4.071387957102778e-05,-8.521509677656977e-06,1.5900904977375583,38.387253942725614,-88.45,223.72,4.019574693928832,0.03121201104343882,3.965526326523834,4.11361076431469,0.11745404218576952,0.12464128919667208,0.005223196951081803,0.3613822148513983,0.07315985062795494,0.23200123486544172,2.99128089267931e-08,2.1300647482397173,0.8580277575601547,0.09422122032525566,0.6972365310820716,0.9525709557866822,0.07806578867254142,2.54261863620564,-4.80499267578125,5.16815185546875,34.09612612612617,0.016503953726204255,34.07,34.13,0.15837104072398192,0.00015742365742365746,0,1,0
0,0.03995530704016723,0.0022104104530262067,0.026146033930588636,0.05022790728770975,-0.039955288124650414,0.0022104094065806324,-0.050227883508971186,-0.02614602155261514,-2.7491363801264987e-05,1.5208792627515877e-06,-3.455945591494219e-05,-1.7989853763942512e-05,-2.7491363801264987e-05,1.5208792627515877e-06,-3.455945591494219e-05,-1.7989853763942512e-05,0.14240248728095056,43.19102192660747,-125.95,145.73,3.8950478674829623,0.06326976442776196,3.8082993404126806,3.976863979269094,0.0581028635463885,0.040641781932732615,0.0008054063207584784,0.14714672358466713,0.04501587481038936,0.11307700373458679,1.6654894906091617e-08,0.7885083530524842,0.7718957622510362,0.09493653567807005,0.6698028782992038,0.9205447686481845,-0.09628160990577013,2.574007623725304,-5.27801513671875,5.3497314453125,34.10272727272731,0.014948948938977287,34.07,34.13,0.16732617297908423,0.0002632824651173277,0,1,0
