,EDA_mean,EDA_std,EDA_min,EDA_max,ECG_mean,ECG_std,ECG_min,ECG_max,EMG_mean,EMG_std,EMG_min,EMG_max,Resp_mean,Resp_std,Resp_min,Resp_max,Temp_mean,Temp_std,Temp_min,Temp_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,0,1,2
0,5.537057113647461,0.056984858151217406,5.3920745849609375,5.6850433349609375,0.0007305276053292411,0.285225579485645,-0.49383544921874994,1.4994964599609375,-0.0035768607003348212,0.022349134573081464,-0.3213043212890625,0.263214111328125,0.2693300519670759,7.014280104974351,-14.21356201171875,20.44219970703125,32.62255141339983,0.04519732505990656,32.428680419921875,32.848785400390625,0.5275054755892072,0.16161057750630317,0.3752000331878662,1.0889999866485596,-0.0911878668665886,0.1410263783678054,-0.4488000273704529,0.3603999614715576,-0.7410995242822738,0.20007398483281139,-1.0298000574111938,-0.0681999921798706,0,1,0
0,5.379505775088355,0.029763793706554045,5.1361083984375,5.4931640625,0.001243715558733259,0.2631731377305522,-0.41033935546875,1.4992218017578125,-0.003544701712472098,0.009496282938852928,-0.05694580078125,0.0330047607421875,0.10334131150018601,2.8385776992098535,-4.71343994140625,6.98089599609375,32.83867089262463,0.04989893965531897,32.664642333984375,33.072479248046875,0.3895564111641475,0.005794582946553287,0.35899996757507324,0.420199990272522,-0.07625939152354286,0.005693316608681121,-0.0989999771118164,-0.04860001802444458,-0.8849526014384769,0.005343797188644074,-0.909600019454956,-0.8417999744415283,0,1,0
0,5.321005012875512,0.008467819600762098,5.26580810546875,5.3943634033203125,0.0009601767403738839,0.25383051063829354,-0.4040679931640625,1.4992218017578125,-0.0035467158726283483,0.014422493214260515,-0.24444580078125,0.1267547607421875,0.1955787295386905,2.205303792700208,-3.36456298828125,5.32989501953125,32.92883979434059,0.024452436945313787,32.821807861328125,33.0784912109375,0.3919008658897309,0.0073279885090141664,0.36059999465942383,0.41419994831085205,-0.07351767691544124,0.005566461286243414,-0.10939997434616089,-0.046999990940093994,-0.8838893252185412,0.0060608765649103,-0.9154000282287598,-0.8539999723434448,0,1,0
0,5.311468469528925,0.008328998932835296,5.057525634765625,5.37872314453125,0.0008056575230189732,0.2711288079228293,-0.4276885986328125,1.49945068359375,-0.0035976606096540177,0.01578540867856334,-0.1327056884765625,0.115997314453125,-0.1831233433314732,2.687516050935034,-5.401611328125,6.50787353515625,32.94831412469773,0.019263138515870814,32.878753662109375,33.09051513671875,0.38429347643965767,0.008989355673852412,0.34080004692077637,0.4248000383377075,-0.045017667043776737,0.01235596908124422,-0.10180002450942993,0.013200044631958008,-0.8873248962788355,0.007738103223245561,-0.9341999888420105,-0.8429999947547913,0,1,0
0,5.324216061546689,0.008977789424952762,5.2745819091796875,5.4080963134765625,0.0010573665073939733,0.253711228673962,-0.4110260009765625,1.4993133544921875,-0.0035208260672433037,0.009748659652611026,-0.0489349365234375,0.03533935546875,0.18774043491908482,2.267475926998626,-3.43780517578125,6.56585693359375,33.00774195934477,0.0312856500078708,32.854766845703125,33.159698486328125,0.3802956287520272,0.007079408380466128,0.35920000076293945,0.4509999752044678,-0.05714397235995247,0.004554784816794039,-0.09259998798370361,-0.03320002555847168,-0.8897161055349169,0.007219985510879389,-0.9358000159263611,-0.8162000179290771,0,1,0
0,5.310357230050223,0.009837472328869909,5.1609039306640625,5.4157257080078125,0.0010142320905412946,0.2584020510794785,-0.39678955078125,1.4993133544921875,-0.0035521567208426337,0.009911164058745259,-0.0632171630859375,0.03350830078125,0.10077463785807292,2.3350561545895103,-3.81622314453125,5.21697998046875,33.066672988164996,0.02362525780120152,32.95526123046875,33.21990966796875,0.3740578460239229,0.004615916264272149,0.3564000129699707,0.38979995250701904,-0.05841274413892201,0.0034998657908934735,-0.07099997997283936,-0.0437999963760376,-0.8931183895468712,0.004511271440931855,-0.9118000268936157,-0.8755999803543091,0,1,0
0,5.299997202555338,0.008076890742061889,5.129241943359375,5.3821563720703125,0.0011441214425223214,0.25559914656489696,-0.3923492431640625,1.4993133544921875,-0.003514371599469866,0.010079485377549149,-0.0514068603515625,0.04119873046875,-0.03987797328404018,1.9875082334726628,-3.4027099609375,3.81927490234375,33.113858407156805,0.02207728842179693,32.98834228515625,33.26812744140625,0.37387448458444505,0.004505326388740623,0.3559999465942383,0.392799973487854,-0.05761857236283166,0.0031850593689045485,-0.06840002536773682,-0.042999982833862305,-0.8935052941611835,0.004430517296519223,-0.9138000011444092,-0.8758000135421753,0,1,0
0,5.290946905953543,0.008041299971181491,5.23834228515625,5.3592681884765625,0.0010121372767857143,0.2562624837243757,-0.38800048828125,1.4992218017578125,-0.003545107160295759,0.010120825154925218,-0.0498504638671875,0.0432586669921875,0.02553863525390625,1.9220747056256864,-3.0029296875,3.65447998046875,33.15265631103516,0.020705825761626283,33.082977294921875,33.301300048828125,0.3722372553859438,0.0048054568772842735,0.350600004196167,0.38540005683898926,-0.05690890576725914,0.002985567654689643,-0.06739997863769531,-0.042999982833862305,-0.8943524843312445,0.004445184833379712,-0.9133999943733215,-0.8769999742507935,0,1,0
0,5.290316663469587,0.007488819121511107,5.236053466796875,5.3668975830078125,0.0005593828473772322,0.25584255724150917,-0.390838623046875,1.4994049072265625,-0.0035336717878069195,0.011588789198856014,-0.1600799560546875,0.1007537841796875,0.0966123308454241,2.267862845500615,-4.89654541015625,5.32379150390625,33.187969863164994,0.02215894709069832,33.075469970703125,33.343536376953125,0.3706594555150895,0.005789977718792097,0.3481999635696411,0.39699995517730713,-0.06088381987810135,0.005971516142203263,-0.10280001163482666,-0.03420001268386841,-0.8951761603383791,0.005236099526625654,-0.9169999957084656,-0.8677999973297119,0,1,0
0,5.305247624715169,0.00880193766276466,5.2459716796875,5.3714752197265625,0.0010581011090959821,0.2589436287535357,-0.40191650390625,1.4993133544921875,-0.003609708513532366,0.01994006980756636,-0.139068603515625,0.0906829833984375,-0.4932618640718006,5.2590387857783,-14.65911865234375,15.94085693359375,33.23030819992792,0.019472758735560567,33.14312744140625,33.403900146484375,0.39368151417800357,0.02175630385180576,0.3588000535964966,0.4697999954223633,-0.0723607431167648,0.012613396710540464,-0.11460000276565552,-0.039200007915496826,-0.8833908865650495,0.01332779120210437,-0.9175999760627747,-0.8306000232696533,0,1,0
