,EDA_mean,EDA_std,EDA_min,EDA_max,ECG_mean,ECG_std,ECG_min,ECG_max,EMG_mean,EMG_std,EMG_min,EMG_max,Resp_mean,Resp_std,Resp_min,Resp_max,Temp_mean,Temp_std,Temp_min,Temp_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,0,1,2
0,0.7370042165120443,0.013345711395137991,0.563812255859375,0.8632659912109375,0.0016851675851004464,0.1322645823859835,-0.6638946533203125,0.7858428955078125,-0.002210518973214286,0.009706022150167849,-0.0473785400390625,0.0329132080078125,0.2534723917643229,3.625919662740063,-8.2855224609375,8.47930908203125,33.902193793887186,0.02882988007008572,33.8050537109375,34.04681396484375,0.8846787920792898,0.0035942634059135978,0.8697999715805054,0.9002000093460083,0.08369642663002014,0.0061250234213300996,0.059399962425231934,0.1119999885559082,-0.2057160095657621,0.011230474901669922,-0.24580001831054688,-0.16079998016357422,0,1,0
0,0.742258289882115,0.013541406045000755,0.5947113037109375,0.862884521484375,0.000739229474748884,0.14219667534563354,-0.6679229736328125,0.8214569091796875,-0.0022877633231026787,0.009806965444544995,-0.0523223876953125,0.0314483642578125,0.39360126313709076,3.1461631601865174,-9.60845947265625,11.72332763671875,33.95411622256324,0.029367083678280434,33.85516357421875,34.101654052734375,0.8830505820399239,0.012978956503242876,0.7927999496459961,1.0167999267578125,0.07824957032714572,0.028674934929499723,-0.07920002937316895,0.18459999561309814,-0.21426191448881513,0.032174024286433796,-0.37620002031326294,-0.10759997367858887,0,1,0
0,0.7470434098016648,0.013549057743295628,0.6549835205078125,0.881195068359375,0.001679415021623884,0.16231221179155728,-0.664947509765625,0.8382110595703125,-0.0022759225027901785,0.008960593291715106,-0.0421600341796875,0.0293426513671875,-0.3510678972516741,3.5802374397721235,-12.84332275390625,11.34796142578125,34.03823774937221,0.038900784076451894,33.911376953125,34.203826904296875,0.858269769112269,0.0042909540194601605,0.840999960899353,0.8794000148773193,0.04732239031224024,0.003930913667409189,0.020400047302246094,0.062199950218200684,-0.3244115044531368,0.012432007547702654,-0.36979997158050537,-0.2580000162124634,0,1,0
0,0.7487235114687965,0.01356442003197044,0.45318603515625,0.8514404296875,0.0015144064767020089,0.15843545747878898,-0.6439361572265625,0.8719024658203125,-0.002293114798409598,0.009060037632536861,-0.0503997802734375,0.0340118408203125,0.06244979131789435,1.9990253829447207,-3.43170166015625,4.55474853515625,34.11419026402065,0.029764662003864767,34.01788330078125,34.2618408203125,0.8644876934971129,0.00389618512645082,0.843000054359436,0.8794000148773193,0.043047712133044286,0.007165678787544431,0.024399995803833008,0.10179996490478516,-0.3071508189950671,0.010803637428969746,-0.3593999743461609,-0.27060002088546753,0,1,0
0,0.7504418327694847,0.013339491991377442,0.665283203125,0.8319854736328125,0.0016633496965680803,0.16184915215202245,-0.700927734375,0.8272247314453125,-0.0022932390485491073,0.009073343946259532,-0.0491180419921875,0.02984619140625,0.05214930943080357,1.950035398604206,-3.91082763671875,4.19158935546875,34.16473626563663,0.027790185081059997,34.0711669921875,34.3031005859375,0.8616080352124714,0.004105306004801124,0.8466000556945801,0.8769999742507935,0.04549332298551287,0.0077031435457408275,0.02540004253387451,0.08420002460479736,-0.3153075138273693,0.010735747534194578,-0.35420000553131104,-0.27539998292922974,0,1,0
0,0.7535726274762835,0.013395940479315976,0.545501708984375,0.8609771728515625,0.0010434810093470981,0.1597235887620796,-0.6203155517578125,0.820220947265625,-0.0022673448835100448,0.009179648838114738,-0.0469207763671875,0.03936767578125,0.1270509265718006,1.8794308315853194,-3.36151123046875,4.18243408203125,34.2153975335984,0.03216151888159337,34.112335205078125,34.370391845703125,0.8583803302560534,0.003846004573460034,0.8414000272750854,0.8858000040054321,0.04936328591619219,0.003660805456789667,0.02740001678466797,0.06579995155334473,-0.3231104759715852,0.014439176842873698,-0.36619997024536133,-0.14219999313354492,0,1,0
0,0.7571915944417318,0.013351028551682237,0.67291259765625,0.84991455078125,0.0007286856515066964,0.16420640696884095,-0.5852508544921875,0.9719696044921875,-0.0023168443952287948,0.009202585258715541,-0.0497589111328125,0.0399627685546875,-0.006820388067336309,2.888418709426508,-5.45806884765625,7.391357421875,34.25929176112584,0.027312448327280314,34.14434814453125,34.387237548828125,0.861166626124155,0.015724343940391215,0.8070000410079956,1.0555999279022217,0.0708876364656857,0.026203870948098996,-0.1549999713897705,0.12080001831054688,-0.30210631383316855,0.048298921204631334,-0.37300002574920654,0.0578000545501709,0,1,0
0,0.7583156585693359,0.013576036315504279,0.69427490234375,0.8670806884765625,0.0014049181256975446,0.16025056788396919,-0.5656585693359375,0.95672607421875,-0.002287011282784598,0.008642381016249118,-0.048614501953125,0.0320892333984375,0.05400812058221726,2.3623934609498534,-3.77349853515625,4.77294921875,34.2868588663737,0.02829011951563289,34.2008056640625,34.42242431640625,0.8579955305485498,0.005346526824959805,0.8329999446868896,0.9065999984741211,0.07525103600252242,0.006579897811400537,0.037400007247924805,0.12999999523162842,-0.3138498853728885,0.011571560218129546,-0.34780001640319824,-0.24059998989105225,0,1,0
0,0.7606973557245164,0.013663945026828163,0.537109375,0.8655548095703125,0.001683685302734375,0.16552685247972643,-0.4948883056640625,1.0356903076171875,-0.002292970929827009,0.008719479250718703,-0.0516815185546875,0.030624389648437503,0.11527150472005208,2.33722503271945,-4.571533203125,4.92706298828125,34.31978558349609,0.027611616828932768,34.2099609375,34.460693359375,0.8589888538633074,0.004401448080303197,0.8436000347137451,0.9019999504089355,0.06895075382505145,0.00561625871157004,0.04419994354248047,0.1008000373840332,-0.3139055044707798,0.010267400642833786,-0.35180002450942993,-0.26260000467300415,0,1,0
0,0.7632433028448196,0.01370930523779875,0.6000518798828125,0.876617431640625,0.001506563459123884,0.16918232936644,-0.4855499267578125,0.9948577880859375,-0.002352364676339286,0.00856926725562217,-0.0447235107421875,0.0248565673828125,0.010159737723214286,2.1148192333489373,-3.34930419921875,4.02984619140625,34.32190176682245,0.02711315305102798,34.234375,34.45611572265625,0.8550976755221685,0.003504025035120363,0.8408000469207764,0.8689999580383301,0.07609605407147181,0.003855992828035206,0.062199950218200684,0.09080004692077637,-0.3225355616949853,0.009063135875852049,-0.3569999933242798,-0.2929999828338623,0,1,0
