,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.041056714,0.003554892,0.008256642,0.063988978,0.041056695,0.00355489,0.008256638,0.063988947,2.82E-05,2.45E-06,5.68E-06,4.40E-05,2.82E-05,2.45E-06,5.68E-06,4.40E-05,0.10869983,60.69599299,-277.9,288.48,0.235917037,0.007438852,0.227903036,0.25929836,0.021045842,0.030881082,8.90E-05,0.110353119,0.008044543,0.038205312,3.99E-08,0.339370775,-1.118875448,0.013053528,-1.146494242,-1.104758688,29.86225225,0.012352531,29.85,29.89,0.094968909,9.58E-05,0,1,0
0,0.033691272,0.010515701,0.007568589,0.069493406,0.033691257,0.010515696,0.007568585,0.069493373,2.32E-05,7.24E-06,5.21E-06,4.78E-05,2.32E-05,7.24E-06,5.21E-06,4.78E-05,-0.97168552,82.99321115,-412.89,360.39,0.237727472,0.011912909,0.223073622,0.266591118,0.018718946,0.021084345,5.41E-05,0.07295391,0.018823633,0.085339433,5.58E-08,0.618819263,-1.111208506,0.015621083,-1.127122635,-1.081286867,29.84872727,0.016901269,29.83,29.89,0.067873303,-0.000316029,0,1,0
0,0.022426342,0.003893265,0.010320803,0.055044282,0.022426331,0.003893263,0.010320798,0.055044256,1.54E-05,2.68E-06,7.10E-06,3.79E-05,1.54E-05,2.68E-06,7.10E-06,3.79E-05,0.94263009,54.2542769,-410.39,202.78,0.26583992,0.006754477,0.243948805,0.274168263,0.036566399,0.020929052,0.001479735,0.078219329,0.023815911,0.067388509,1.79E-08,0.587266785,-1.052095095,0.026097822,-1.080997118,-1.003937137,29.87108108,0.020766889,29.83,29.91,0.054298643,0.000548614,0,1,0
0,0.022468641,0.004330925,0.009632749,0.048163747,0.02246863,0.004330922,0.009632745,0.048163724,1.55E-05,2.98E-06,6.63E-06,3.31E-05,1.55E-05,2.98E-06,6.63E-06,3.31E-05,-2.954974562,127.0751191,-585.27,486.88,0.26730274,0.004052655,0.252010356,0.274454613,0.00682881,0.005180541,0.000201724,0.01654174,0.005228588,0.016718281,2.31E-08,0.081414099,-1.018112642,0.009877454,-1.028416302,-1.002525053,29.89900901,0.015593655,29.87,29.93,0.113058225,-4.30E-05,0,1,0
0,0.023668574,0.00180239,0.017201338,0.029586302,0.023668563,0.001802389,0.01720133,0.029586288,1.63E-05,1.24E-06,1.18E-05,2.04E-05,1.63E-05,1.24E-06,1.18E-05,2.04E-05,3.300169683,106.9416505,-440.77,394.06,0.261103059,0.001563571,0.256999406,0.264161553,0.002160718,0.002002106,0.000240304,0.008263139,0.001625641,0.008244797,4.98E-08,0.07539738,-1.030412513,0.002595689,-1.033661306,-1.025611509,29.88709091,0.012887306,29.85,29.91,0.104072398,5.77E-05,0,1,0
0,0.020127122,0.003543238,0.006880535,0.044035426,0.020127113,0.003543236,0.006880532,0.044035405,1.38E-05,2.44E-06,4.73E-06,3.03E-05,1.38E-05,2.44E-06,4.73E-06,3.03E-05,-0.337931034,146.7818445,-839.76,444.56,0.261492942,0.003096151,0.255423774,0.270603161,0.004208297,0.003350089,0.000220278,0.013136106,0.003243904,0.012343089,3.20E-08,0.0790832,-1.03156432,0.005287282,-1.039890573,-1.025529195,29.88567568,0.011200195,29.87,29.91,0.108535896,4.42E-05,0,1,0
0,0.018248207,0.002481308,0.010320803,0.028898248,0.018248198,0.002481307,0.010320798,0.028898234,1.26E-05,1.71E-06,7.10E-06,1.99E-05,1.26E-05,1.71E-06,7.10E-06,1.99E-05,0.13030543,40.88165305,-176.33,256.2,0.264196146,0.006122172,0.255616639,0.27260007,0.003897822,0.005517505,2.22E-05,0.018319731,0.002979554,0.018612592,6.28E-08,0.166727348,-1.023778677,0.016023665,-1.040002952,-0.998884911,29.882,0.014572702,29.85,29.91,0.171945701,0.00018538,0,1,0
0,0.020749673,0.002935716,0.002752214,0.052292068,0.020743443,0.002979345,-0.002752213,0.052292043,1.43E-05,2.05E-06,-1.89E-06,3.60E-05,1.43E-05,2.05E-06,-1.89E-06,3.60E-05,0.653284341,54.48705453,-339.32,284.3,0.269487547,0.005484272,0.251609174,0.275027278,0.012699065,0.017393622,2.82E-05,0.05697723,0.010485327,0.033501543,2.30E-08,0.190532842,-1.017996972,0.021976126,-1.062234335,-0.999269636,29.90837838,0.018431296,29.87,29.95,0.09044658,0.000250614,0,1,0
0,0.022519743,0.003519705,0.002752214,0.039907104,0.022519732,0.003519703,0.002752213,0.039907086,1.55E-05,2.42E-06,1.89E-06,2.75E-05,1.55E-05,2.42E-06,1.89E-06,2.75E-05,-0.706199095,85.89652157,-455.18,518.63,0.272198039,0.002933042,0.255465376,0.277612919,0.01286523,0.015597537,0.000607487,0.056395958,0.009269658,0.054880147,5.75E-08,0.536986245,-1.01086872,0.020128092,-1.060580596,-0.996366935,29.928,0.015713341,29.89,29.95,0.171945701,0.000145437,0,1,0
0,0.024337169,0.002942398,0.004816375,0.041283211,0.024337158,0.002942396,0.004816372,0.041283192,1.67E-05,2.02E-06,3.31E-06,2.84E-05,1.67E-05,2.02E-06,3.31E-06,2.84E-05,0.087126697,34.61128987,-181.69,162.34,0.272938703,0.002599261,0.261918164,0.275934564,0.007714984,0.007552045,2.49E-05,0.025034045,0.00619177,0.023329916,4.65E-08,0.189062001,-1.003566167,0.010241598,-1.019646972,-0.99124056,29.91612613,0.018364241,29.87,29.95,0.126696833,-0.000209547,0,1,0
