,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.019370575,0.004849418,0.004128321,0.042659319,-0.019370566,0.004849415,-0.042659298,-0.004128319,-1.33E-05,3.34E-06,-2.94E-05,-2.84E-06,-1.33E-05,3.34E-06,-2.94E-05,-2.84E-06,-1.487958145,48.34781131,-210.57,170.49,0.291447804,0.005220055,0.284496127,0.3127312,1.312448054,1.658770639,0.257404579,8.212351417,0.493332466,0.923604615,4.37E-08,4.427639384,-2.218745716,1.561566664,-8.262866458,-1.346669558,32.02171171,0.017025359,31.99,32.05,0.158371041,5.41E-05,0,1,0
0,0.02944153,0.005520791,0.015825231,0.044723479,-0.029441516,0.005520788,-0.044723458,-0.015825224,-2.03E-05,3.80E-06,-3.08E-05,-1.09E-05,-2.03E-05,3.80E-06,-3.08E-05,-1.09E-05,0.737693612,42.89126048,-117.63,161.67,0.28727428,0.002162408,0.282285772,0.294119084,0.458065951,0.115846121,0.253620695,0.674513529,0.328116343,0.604608553,7.60E-08,2.662022707,-1.530118518,0.127756576,-1.734695499,-1.384215847,32.07436364,0.014367088,32.05,32.09,0.149236857,0.000207921,0,1,0
0,0.031522814,0.002930295,0.02339382,0.038530997,-0.031522799,0.002930293,-0.038530979,-0.023393809,-2.17E-05,2.02E-06,-2.65E-05,-1.61E-05,-2.17E-05,2.02E-06,-2.65E-05,-1.61E-05,0.582669683,30.81579758,-83.84,61.43,0.287208309,0.001290067,0.283112023,0.290593747,0.314547904,0.056544289,0.191827465,0.448431446,0.241055601,0.451017794,1.02E-07,1.897832153,-1.388829169,0.029129683,-1.432060671,-1.347581957,32.09216216,0.013517117,32.07,32.13,0.140271493,-6.56E-05,0,1,0
0,0.031529956,0.006898543,0,0.050227907,-0.031522166,0.006933978,-0.050227884,0.003440266,-2.17E-05,4.77E-06,-3.46E-05,2.37E-06,-2.17E-05,4.77E-06,-3.46E-05,2.37E-06,0.613154324,36.66416035,-155.15,174.4,0.285591101,0.001843038,0.28058383,0.291340991,0.494415568,0.207545605,0.213048706,0.963788095,0.396864216,0.747730403,3.84E-08,3.116425619,-1.632549764,0.221052879,-2.006640666,-1.412827171,32.08854545,0.01197242,32.07,32.11,0.144714528,-0.000177445,0,1,0
0,0.026690094,0.008404127,0,0.053668175,-0.026683855,0.008423873,-0.05366815,0.002752213,-1.84E-05,5.80E-06,-3.69E-05,1.89E-06,-1.84E-05,5.80E-06,-3.69E-05,1.89E-06,-1.572121041,50.80797175,-240,254.02,0.282139326,0.00180885,0.279000214,0.287808195,0.343987531,0.223357452,0.074027639,0.726716711,0.240619527,0.489424058,9.91E-08,2.166093593,-1.619063245,0.213280112,-2.006593256,-1.393678589,32.10207207,0.011159541,32.09,32.13,0.153846154,0.000123903,0,1,0
0,0.030385658,0.003292141,0.016513285,0.044723479,-0.030385643,0.00329214,-0.044723458,-0.016513277,-2.09E-05,2.27E-06,-3.08E-05,-1.14E-05,-2.09E-05,2.27E-06,-3.08E-05,-1.14E-05,2.504276018,55.55606075,-156.15,256.61,0.282964032,0.01029433,0.275989936,0.346928574,2.054637974,2.365060222,0.121135362,6.979483723,2.060546083,4.87764684,1.15E-08,40.07185708,-3.296876221,2.191604217,-7.817064665,-1.50859712,32.10181818,0.017330048,32.07,32.13,0.135746606,-0.000263733,0,1,0
0,0.025232261,0.005111071,0.002752214,0.039219051,-0.025226023,0.005141713,-0.039219032,0.002752213,-1.74E-05,3.54E-06,-2.70E-05,1.89E-06,-1.74E-05,3.54E-06,-2.70E-05,1.89E-06,-1.640746184,38.21100962,-149.98,103.78,0.277841286,0.011095109,0.25755895,0.330991601,3.820607553,1.844142849,1.742051843,7.127862229,2.623583285,3.908078885,1.85E-08,31.98987901,-5.265458011,1.552920156,-7.881880838,-3.674357274,32.07918919,0.013631914,32.05,32.11,0.144714528,-0.000271323,0,1,0
0,0.020531081,0.001697284,0.016513285,0.02545798,-0.020531072,0.001697283,-0.025457968,-0.016513277,-1.41E-05,1.17E-06,-1.75E-05,-1.14E-05,-1.41E-05,1.17E-06,-1.75E-05,-1.14E-05,-0.183467195,26.85057213,-62.59,41.53,0.268794431,0.002089488,0.263537355,0.272008564,0.732396727,0.603724064,0.162247984,2.158159116,0.417840413,0.853345007,8.12E-08,4.647194034,-2.536392334,0.674345368,-4.049990883,-1.948295529,32.09509091,0.024186602,32.05,32.13,0.14479638,0.000652075,0,1,0
0,0.02127135,0.000454785,0.019265499,0.022705766,-0.02127134,0.000454785,-0.022705756,-0.01926549,-1.46E-05,3.13E-07,-1.56E-05,-1.33E-05,-1.46E-05,3.13E-07,-1.56E-05,-1.33E-05,0.269519503,24.46430207,-57.35,40.97,0.269610827,0.001176358,0.265059587,0.272632979,0.372396681,0.143860936,0.123403239,0.594939729,0.262988184,0.590200106,6.77E-08,3.410399269,-2.143973266,0.135125465,-2.317573805,-1.915760682,32.16468468,0.020569365,32.13,32.21,0.149236857,0.000511144,0,1,0
0,0.021589625,0.000443818,0.019265499,0.02339382,-0.021589615,0.000443818,-0.023393809,-0.01926549,-1.49E-05,3.05E-07,-1.61E-05,-1.33E-05,-1.49E-05,3.05E-07,-1.61E-05,-1.33E-05,-0.087647059,24.6376345,-59.61,35.5,0.268280073,0.001026098,0.26498153,0.270780151,0.20321238,0.082880892,0.085283869,0.366875537,0.156325387,0.387724276,1.04E-07,2.652746435,-2.027041385,0.08896165,-2.169966349,-1.904616933,32.22288288,0.01662449,32.18,32.25,0.153846154,0.000332222,0,1,0
