,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.036375874,0.008855698,0.006880535,0.064677031,0.036375857,0.008855694,0.006880532,0.064677001,2.50E-05,6.09E-06,4.73E-06,4.45E-05,2.50E-05,6.09E-06,4.73E-06,4.45E-05,0.585500283,49.47003294,-153.86,145.64,0.288421478,0.006140112,0.273471858,0.302861967,0.0083245,0.008400463,0.000134624,0.035331466,0.006319295,0.023561452,5.04E-08,0.158125574,-0.75680655,0.008915585,-0.770627143,-0.744338666,29.3709009,0.015278174,29.33,29.41,0.140192199,-3.33E-06,0,1,0
0,0.024556661,0.005894792,0.007568589,0.052980121,0.02455665,0.005894789,0.007568585,0.052980096,1.69E-05,4.06E-06,5.21E-06,3.65E-05,1.69E-05,4.06E-06,5.21E-06,3.65E-05,-0.314230769,24.51155156,-79.6,107.41,0.297098924,0.005434019,0.284549333,0.304997148,0.003121134,0.003164441,7.22E-05,0.009928496,0.001689357,0.011217363,8.75E-08,0.091557017,-0.736640128,0.008357279,-0.753341553,-0.72504835,29.40090909,0.018218146,29.35,29.43,0.131221719,0.000191872,0,1,0
0,0.028482614,0.00528126,0.011008856,0.053668175,0.0284826,0.005281257,0.011008851,0.05366815,1.96E-05,3.63E-06,7.57E-06,3.69E-05,1.96E-05,3.63E-06,7.57E-06,3.69E-05,-0.868744344,32.59169382,-136.38,154.81,0.283755224,0.003045382,0.274082589,0.294443824,0.004106181,0.004773988,2.56E-05,0.018818123,0.003373827,0.017126862,5.89E-08,0.134131905,-0.760935471,0.004655133,-0.769903722,-0.753779693,29.41666667,0.018075584,29.39,29.47,0.126696833,0.000365391,0,1,0
0,0.026756253,0.00519586,0.017889392,0.047475693,0.026756241,0.005195857,0.017889383,0.047475671,1.84E-05,3.58E-06,1.23E-05,3.27E-05,1.84E-05,3.58E-06,1.23E-05,3.27E-05,0.909174675,31.61560735,-103.07,132.43,0.284358551,0.004786704,0.267809731,0.292703522,0.006537242,0.004046969,0.000738745,0.015002026,0.004872985,0.018384761,4.83E-08,0.145070726,-0.762369702,0.00771449,-0.772582481,-0.749901761,29.40454545,0.023027113,29.35,29.45,0.126625212,-0.00061096,0,1,0
0,0.029169889,0.001741824,0.021329659,0.043347372,0.029169875,0.001741823,0.021329649,0.043347352,2.01E-05,1.20E-06,1.47E-05,2.98E-05,2.01E-05,1.20E-06,1.47E-05,2.98E-05,-0.471131222,20.1353856,-58.62,64.31,0.277828824,0.001627948,0.271893823,0.281754642,0.000838461,0.001205576,5.82E-06,0.004863224,0.000692208,0.004837195,9.47E-08,0.04964181,-0.768142514,0.003072704,-0.777144918,-0.763717699,29.39468468,0.017999991,29.37,29.43,0.122171946,0.000447525,0,1,0
0,0.02679055,0.003232429,0.01376107,0.054356228,0.026790537,0.003232428,0.013761064,0.054356203,1.84E-05,2.22E-06,9.47E-06,3.74E-05,1.84E-05,2.22E-06,9.47E-06,3.74E-05,0.565737705,25.76090593,-101.96,132.13,0.275388976,0.004818185,0.265607996,0.286728963,0.004963305,0.005171845,5.02E-05,0.017136964,0.003794717,0.019237924,6.18E-08,0.153231518,-0.776295895,0.004901125,-0.782679277,-0.769031166,29.41472727,0.014753064,29.39,29.45,0.144714528,-0.00010387,0,1,0
0,0.028045186,0.004531598,0.014449124,0.044723479,0.028045173,0.004531596,0.014449117,0.044723458,1.93E-05,3.12E-06,9.94E-06,3.08E-05,1.93E-05,3.12E-06,9.94E-06,3.08E-05,-0.757522624,25.43863357,-90.37,96.76,0.275698581,0.003820746,0.263704689,0.281398049,0.00386298,0.005423615,2.03E-06,0.020514273,0.003674651,0.01398224,4.38E-08,0.099775315,-0.774753288,0.007781934,-0.792230291,-0.76858832,29.43216216,0.01118279,29.41,29.47,0.122171946,9.58E-05,0,1,0
0,0.027693376,0.008381825,0,0.05848455,0.027662229,0.008484005,-0.004816372,0.058484522,1.90E-05,5.84E-06,-3.31E-06,4.02E-05,1.90E-05,5.84E-06,-3.31E-06,4.02E-05,0.723800905,38.13685312,-186.6,231.46,0.273439548,0.005416336,0.262221273,0.283340898,0.005347891,0.003774219,5.57E-05,0.012367056,0.003313167,0.014722499,9.44E-08,0.104611859,-0.780368374,0.010999146,-0.79409955,-0.764775372,29.39036364,0.018087026,29.35,29.41,0.076923077,-9.59E-05,0,1,0
0,0.02595067,0.003740506,0.008256642,0.050915961,0.025950658,0.003740504,0.008256638,0.050915937,1.79E-05,2.57E-06,5.68E-06,3.50E-05,1.79E-05,2.57E-06,5.68E-06,3.50E-05,-0.203391747,23.5547647,-81.45,146.35,0.278665509,0.002343872,0.267508201,0.283336453,0.002038663,0.003904856,6.05E-07,0.013936724,0.001910021,0.011617146,5.26E-08,0.116562244,-0.767886422,0.004014357,-0.777683538,-0.764367547,29.44873874,0.019036102,29.41,29.47,0.13566987,0.000465953,0,1,0
0,0.025245493,0.004829738,0.018577445,0.048163747,0.025245481,0.004829735,0.018577436,0.048163724,1.74E-05,3.32E-06,1.28E-05,3.31E-05,1.74E-05,3.32E-06,1.28E-05,3.31E-05,0.783755656,26.23477212,-62.68,122.13,0.275687656,0.003216937,0.266382086,0.287599975,0.004890728,0.003644853,0.000469651,0.013058912,0.003926039,0.0162571,8.48E-08,0.135347223,-0.775761803,0.001900573,-0.77905313,-0.772875724,29.45472727,0.014753064,29.41,29.47,0.131221719,6.20E-05,0,1,0
0,0.036786374,0.003555962,0.017201338,0.065365085,0.036786356,0.003555961,0.01720133,0.065365054,2.53E-05,2.45E-06,1.18E-05,4.50E-05,2.53E-05,2.45E-06,1.18E-05,4.50E-05,-0.401469757,34.96848787,-122.75,182.48,0.279240172,0.002082613,0.276169387,0.285177153,0.001231674,0.00158195,3.70E-06,0.008207191,0.000496383,0.003382847,1.00E-07,0.033479623,-0.766064722,0.002906013,-0.772596735,-0.761282332,29.49126126,0.028699032,29.45,29.53,0.126625212,0.000816953,0,1,0
0,0.037504365,0.004589711,0.008256642,0.052292068,0.037504348,0.004589709,0.008256638,0.052292043,2.58E-05,3.16E-06,5.68E-06,3.60E-05,2.58E-05,3.16E-06,5.68E-06,3.60E-05,0.016595023,41.54945048,-196.48,162.9,0.282616165,0.002945051,0.274949791,0.291224491,0.001238321,0.001634843,2.20E-05,0.00652021,0.000897305,0.007066962,7.53E-08,0.068951486,-0.759954993,0.003855695,-0.765127511,-0.755050773,29.51472727,0.015708081,29.49,29.55,0.090497738,-0.000188265,0,1,0
0,0.036304942,0.005384476,0.011008856,0.067429245,0.036304925,0.005384473,0.011008851,0.067429213,2.50E-05,3.70E-06,7.57E-06,4.64E-05,2.50E-05,3.70E-06,7.57E-06,4.64E-05,-0.090774449,29.83703015,-96.25,158.33,0.281457085,0.002469119,0.277316943,0.289974446,0.002346705,0.002573232,3.69E-06,0.009458933,0.001808751,0.010859232,8.55E-08,0.101640843,-0.763161158,0.003035185,-0.766422374,-0.756533774,29.52963964,0.027637549,29.49,29.57,0.122102883,0.000752545,0,1,0
0,0.030525759,0.006279945,0.008944696,0.051604014,0.030525745,0.006279943,0.008944692,0.05160399,2.10E-05,4.32E-06,6.15E-06,3.55E-05,2.10E-05,4.32E-06,6.15E-06,3.55E-05,-0.217867647,27.79911038,-110.79,150.05,0.279688865,0.004759727,0.271661275,0.292083414,0.008150327,0.009720742,3.54E-05,0.029772277,0.006346894,0.029455728,4.28E-08,0.253536461,-0.772256216,0.005139629,-0.779860254,-0.764331905,29.60636364,0.022911977,29.55,29.65,0.135746606,0.000604828,0,1,0
