,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.022492501,0.006492861,0.003440268,0.055044282,0.02249249,0.006492857,0.003440266,0.055044256,1.55E-05,4.47E-06,2.37E-06,3.79E-05,1.55E-05,4.47E-06,2.37E-06,3.79E-05,1.190559638,64.53913677,-247.22,201.16,0.409063146,0.051589384,0.337039663,0.626847245,0.176929955,0.084263568,0.021372246,0.34402019,0.136936747,0.301413111,4.71E-08,1.721840216,-0.922230349,0.080459747,-1.04451015,-0.811367401,33.28945455,0.027628587,33.23,33.34,0.176370831,0.000701756,0,1,0
0,0.022057408,0.006863081,0.008256642,0.053668175,0.022057398,0.006863077,0.008256638,0.05366815,1.52E-05,4.72E-06,5.68E-06,3.69E-05,1.52E-05,4.72E-06,5.68E-06,3.69E-05,-0.059111991,70.16588354,-264.71,272.99,0.38901938,0.01805891,0.370121251,0.427832549,0.047573562,0.066010359,0.000578223,0.188203943,0.023244787,0.055400875,1.39E-07,0.240194172,-0.820361777,0.043356172,-0.911450745,-0.787712127,33.32441441,0.012352531,33.29,33.34,0.104072398,7.02E-05,0,1,0
0,0.020590293,0.001949827,0.015825231,0.030962409,0.020590284,0.001949826,0.015825224,0.030962394,1.42E-05,1.34E-06,1.09E-05,2.13E-05,1.42E-05,1.34E-06,1.09E-05,2.13E-05,0.051763708,29.94358922,-168.85,106.85,0.378019998,0.002685491,0.373904401,0.389776336,0.001104581,0.001992878,4.53E-06,0.007885282,0.000819641,0.007489007,1.61E-07,0.079034998,-0.787863676,0.000504888,-0.789206664,-0.787142303,33.32891892,0.009804517,33.31,33.34,0.099491238,0.000150404,0,1,0
0,0.022203736,0.004415672,0.007568589,0.050227907,0.022203726,0.00441567,0.007568585,0.050227884,1.53E-05,3.04E-06,5.21E-06,3.46E-05,1.53E-05,3.04E-06,5.21E-06,3.46E-05,-0.220220588,68.42397974,-324.07,474.78,0.379347203,0.004411242,0.374335516,0.401091911,0.002842176,0.005239366,4.14E-06,0.020580773,0.002187213,0.014717664,1.66E-07,0.118006405,-0.788087633,0.001205595,-0.789624999,-0.785625276,33.33181818,0.00764934,33.31,33.34,0.090497738,-3.61E-05,0,1,0
0,0.023839031,0.004359863,0.015137178,0.053668175,0.02383902,0.004359861,0.01513717,0.05366815,1.64E-05,3.00E-06,1.04E-05,3.69E-05,1.64E-05,3.00E-06,1.04E-05,3.69E-05,0.584304299,44.79332051,-228.88,192.97,0.379445082,0.001573665,0.372206954,0.383768867,0.000543349,0.001198729,5.95E-07,0.004560521,0.000486683,0.003569815,1.55E-07,0.033602182,-0.785679772,0.00166363,-0.79002915,-0.783927671,33.31846847,0.012462426,33.29,33.33,0.108597285,-0.000165672,0,1,0
0,0.026834866,2.31E-05,0.026834087,0.027522141,0.026834853,2.31E-05,0.026834075,0.027522128,1.85E-05,1.59E-08,1.85E-05,1.89E-05,1.85E-05,1.59E-08,1.85E-05,1.89E-05,-0.443691351,12.9384697,-32.81,27.76,0.375823762,0.001414883,0.372429721,0.378608658,0.000212056,0.000268051,1.26E-06,0.001177515,9.53E-05,0.000763898,2.79E-07,0.007646582,-0.789947714,0.001055014,-0.791227458,-0.788006013,33.32490909,0.009885293,33.31,33.34,0.208027134,-1.80E-05,0,1,0
0,0.02656556,0.000757112,0.022017713,0.030274355,0.026565547,0.000757112,0.022017702,0.030274341,1.83E-05,5.21E-07,1.51E-05,2.08E-05,1.83E-05,5.21E-07,1.51E-05,2.08E-05,-0.240746606,26.18940911,-164.54,106.42,0.381118602,0.007440762,0.370327174,0.41435277,0.007052739,0.007947275,1.62E-06,0.02697882,0.005974912,0.031519591,7.74E-08,0.251291086,-0.789818658,0.002708245,-0.794350385,-0.786217856,33.32783784,0.01017021,33.31,33.34,0.21719457,6.21E-05,0,1,0
0,0.024320554,0.00102669,0.018577445,0.026834087,0.024320543,0.001026689,0.018577436,0.026834075,1.67E-05,7.06E-07,1.28E-05,1.85E-05,1.67E-05,7.06E-07,1.28E-05,1.85E-05,0.211588468,30.47708125,-129.29,218.67,0.391161621,0.005234494,0.381017726,0.400463709,0.003134308,0.002568424,0.000185391,0.009414076,0.001911917,0.009258096,1.57E-07,0.082569902,-0.772949203,0.006961751,-0.785805958,-0.762443128,33.36072727,0.020833063,33.33,33.41,0.104013567,0.000486441,0,1,0
0,0.023782212,0.000449525,0.021329659,0.026146034,0.023782201,0.000449525,0.021329649,0.026146022,1.64E-05,3.09E-07,1.47E-05,1.80E-05,1.64E-05,3.09E-07,1.47E-05,1.80E-05,-0.178201357,22.0808166,-182.76,136.49,0.391882767,0.004102539,0.384058074,0.398577356,0.000131494,0.000186355,2.40E-06,0.000957924,7.35E-05,0.000417557,1.80E-07,0.003391939,-0.768898235,0.004715814,-0.778002776,-0.7625584,33.39576577,0.011820699,33.37,33.43,0.199095023,0.000117936,0,1,0
0,0.022470707,0.004514291,0.008256642,0.048163747,0.022470697,0.004514289,0.008256638,0.048163724,1.55E-05,3.11E-06,5.68E-06,3.31E-05,1.55E-05,3.11E-06,5.68E-06,3.31E-05,0.229213801,48.30833902,-223.24,370.41,0.385800956,0.002501969,0.38219684,0.397553475,0.001546141,0.001984257,5.25E-06,0.006448372,0.001166676,0.005464421,2.29E-07,0.040657415,-0.778397077,0.000135611,-0.778708165,-0.778085892,33.39145455,0.0151859,33.37,33.43,0.099547511,0.000203413,0,1,0
0,0.020633044,0.001488081,0.019953552,0.034402676,0.020633034,0.001488081,0.019953543,0.03440266,1.42E-05,1.02E-06,1.37E-05,2.37E-05,1.42E-05,1.02E-06,1.37E-05,2.37E-05,0.140412663,20.92887438,-165.69,193.8,0.381707755,0.001998823,0.377519813,0.386453568,5.34E-05,9.25E-05,7.05E-07,0.000358747,3.63E-05,0.000364275,1.43E-07,0.00385671,-0.78232715,0.002553497,-0.788141687,-0.778737671,33.42351351,0.012054579,33.39,33.45,0.212549463,0.000177957,0,1,0
