,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.01736927,0.01575684,0,0.049539854,0.015329203,0.017747804,-0.01926549,0.04953983,1.05E-05,1.22E-05,-1.33E-05,3.41E-05,1.05E-05,1.22E-05,-1.33E-05,3.41E-05,3.192622951,193.0281969,-687.52,603.23,1.291606407,0.094490278,0.811130396,1.360746436,0.705500836,0.266823645,0.055988336,1.120275935,0.590102584,0.758982384,3.38E-08,4.517278169,-1.035582591,0.30763277,-1.498164615,-0.317200832,34.22216216,0.110863973,34,34.37,0.09044658,-0.003358196,0,1,0
0,0.02813236,0.011746315,0,0.059860657,0.027108051,0.013948416,-0.026146022,0.059860628,1.87E-05,9.60E-06,-1.80E-05,4.12E-05,1.87E-05,9.60E-06,-1.80E-05,4.12E-05,-3.711408371,228.2707884,-1092.57,743.27,1.158170974,0.094917395,0.754662316,1.258443111,0.436249947,0.379338223,0.039050273,1.178187167,0.292682231,0.855905893,6.53E-08,6.713864816,-0.907316873,0.446736074,-1.641840822,-0.493668374,33.89709091,0.061516376,33.79,34.03,0.131221719,-0.001749566,0,1,0
0,0.033766772,0.00864882,0,0.057796496,0.033682695,0.008970612,-0.011008851,0.057796469,2.32E-05,6.17E-06,-7.57E-06,3.98E-05,2.32E-05,6.17E-06,-7.57E-06,3.98E-05,0.01602035,141.0859657,-643.12,623.53,1.049606887,0.096599877,0.660241695,1.187598611,0.446349306,0.296600723,0.039374446,0.959806223,0.338689894,0.661639166,3.78E-08,3.985800657,-1.034474624,0.333199485,-1.54123993,-0.555383605,33.76144144,0.041216782,33.68,33.84,0.13566987,0.000243945,0,1,0
0,0.035637904,0.013949807,0,0.071557567,0.034915586,0.015670281,-0.013073011,0.071557533,2.40E-05,1.08E-05,-8.99E-06,4.92E-05,2.40E-05,1.08E-05,-8.99E-06,4.92E-05,0.505808824,154.4647378,-822.42,604.86,1.080625545,0.048573307,0.902842194,1.159076953,0.226088317,0.181435562,0.002388645,0.574832721,0.169904595,0.445789912,7.22E-08,3.191693757,-0.781111878,0.183923254,-1.061130761,-0.550428351,33.80372727,0.041183825,33.75,33.89,0.158371041,-0.001162545,0,1,0
0,0.04266321,0.000144468,0.041971265,0.043347372,0.04266319,0.000144468,0.041971245,0.043347352,2.94E-05,9.94E-08,2.89E-05,2.98E-05,2.94E-05,9.94E-08,2.89E-05,2.98E-05,-1.143478507,109.1032594,-727.28,394.18,1.039389436,0.020688272,1.004973731,1.082857785,0.002063464,0.002175266,4.90E-05,0.008399368,0.001131318,0.008781096,2.51E-07,0.091058478,-0.60137423,0.021247068,-0.636968313,-0.558446873,33.8536036,0.075226898,33.75,34,0.07239819,0.002278694,0,1,0
0,0.035241557,0.011557843,0.001376107,0.064677031,0.035241541,0.011557838,0.001376106,0.064677001,2.42E-05,7.95E-06,9.47E-07,4.45E-05,2.42E-05,7.95E-06,9.47E-07,4.45E-05,0.059830413,128.1772556,-545.71,691.01,0.969224649,0.032528051,0.855008284,1.005130494,0.071114408,0.068226743,1.03E-05,0.185872853,0.063369464,0.145240174,7.23E-08,1.191831719,-0.745426943,0.073484247,-0.845775864,-0.637839837,34.15654545,0.073934078,34.03,34.33,0.122102883,0.002193179,0,1,0
0,0.017423944,0.00105732,0.013073017,0.022705766,0.017423935,0.001057319,0.013073011,0.022705756,1.20E-05,7.27E-07,8.99E-06,1.56E-05,1.20E-05,7.27E-07,8.99E-06,1.56E-05,0.162952489,23.63960108,-109.4,103.89,0.975623481,0.01652808,0.944632543,1.000174485,0.018516162,0.028033004,0.000409318,0.123435159,0.005673926,0.015989506,1.84E-07,0.094315289,-0.686019162,0.02353008,-0.765252357,-0.654787359,34.50045045,0.086194703,34.33,34.63,0.131221719,0.002600913,0,1,0
0,0.019943434,0.001047994,0.017201338,0.022017713,0.019943424,0.001047993,0.01720133,0.022017702,1.37E-05,7.21E-07,1.18E-05,1.51E-05,1.37E-05,7.21E-07,1.18E-05,1.51E-05,0.065635953,36.03504382,-259.22,102.06,0.926256045,0.014844235,0.900514341,0.95043082,0.000298433,0.000355902,3.05E-06,0.001480683,0.00021136,0.001290978,1.91E-07,0.012274989,-0.720641212,0.015882242,-0.745796793,-0.697740072,34.46745455,0.0966948,34.31,34.61,0.131147541,-0.00300701,0,1,0
0,0.02078015,0.000275919,0.020641606,0.021329659,0.020780141,0.000275919,0.020641596,0.021329649,1.43E-05,1.90E-07,1.42E-05,1.47E-05,1.43E-05,1.90E-07,1.42E-05,1.47E-05,0.051628959,32.6185149,-75.83,46.16,0.887008419,0.008320157,0.868162639,0.903014572,0.000507799,0.000972831,1.81E-06,0.006471032,0.000932384,0.006524937,2.16E-07,0.065450429,-0.762880271,0.009231663,-0.786168397,-0.746158239,34.19918919,0.066429332,34.11,34.33,0.126696833,-0.002007898,0,1,0
0,0.032692661,0.00649186,0.012384963,0.057796496,0.032692645,0.006491857,0.012384958,0.057796469,2.25E-05,4.47E-06,8.52E-06,3.98E-05,2.25E-05,4.47E-06,8.52E-06,3.98E-05,-2.845876697,177.684233,-849.75,518.27,0.860717832,0.016524815,0.789153952,0.888193791,0.049038822,0.035257507,0.005734052,0.114672579,0.037694108,0.085242244,5.86E-08,0.567321424,-0.839529799,0.029120726,-0.883450513,-0.787616137,34.11072727,0.035820489,34.05,34.16,0.108597285,0.000859455,0,1,0
